al.Manufacturer,al.Model Number,al.Product Type,al.IP Address,al.MAC Address,al.PO Number,acc.Account Name,Lifecycle Asset Type,lm.Building Name,lm.Room Name,lm.Room Code,Install Date,Replacement Year
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 2C050,2C050,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C120,1C120,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5N219,5N219,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 5N105,5N105,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3S101,3S101,"Mar 28, 2024",2030
Araknis Networks,AN210SWR24POE,Networking,,,DO8102208169862,Utah Department of Transportation - Traffic Operations Center,Operation Center,Traffic Operations Center,TOC,TOC,"Feb 14, 2023",2033
Samsung,QM65R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 4C105,4C105,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 2S105,2S105,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 2N115,2N115,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5N212,5N212,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 4S223,4S223,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3N202,3N202,"Mar 28, 2024",2030
Panasonic,PT-RZ890U,Display,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Panasonic,PTVMZ60UW,Display,,,4573172293,Henkel of America,,,Maintenance Planning,,"Dec 31, 2019",2026
Middle Atlantic,PD-920R-SP,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
DTEN,DB71475,Display,,,,University of Utah,Classroom,HPR N,HPR N 229 - F,229 - F,"Jan 01, 2019",2026
Epson,L510U,Display,,,,University of Utah,Classroom,BUC,BUC 208-F,208-F,"Jan 01, 2019",2026
Panasonic,PTMZ780,Display,,,,University of Utah,Classroom,GC,GC 3700,3700,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,c4.42.68.36.67.65,,University of Utah,Classroom,JTB,JTB 140,140,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,Accessory,,c4.42.68.08.56.fe,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2008,"Jan 01, 2019",2026
Crestron,AM -3000,Wireless Presentation,10.72.40.38,c6.42.68.6a.47.19,,University of Utah,Classroom,HSEB,HSEB 3420,3420,"Jan 01, 2019",2026
Rocware,rm702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2969,2969,"Jan 01, 2019",2026
Trendnet,TPE-1G,Networking,,,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,BUC,BUC 303 - F,303 - F,"Jan 01, 2019",2026
Panasonic,PT-MZ780 U,Display,,,,University of Utah,Classroom,GC,GC 4020,4020,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.80.35.147,00.10.7F.A6.45.E7,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
Crestron,Amp 3210T,Accessory,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2006,"Jan 01, 2019",2026
Rocware,RM-702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 3515A,3515A,"Jan 01, 2019",2026
Crestron,TSW-770,User Interface,10.72.37.27,c4.42.68.69.3a.e0,,University of Utah,Classroom,HSEB,HSEB 4100D,4100D,"Jan 01, 2019",2026
Crestron,Amp 225,Accessory,,,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
Crestron,CENSWPOE-16,Networking,10.88.4.203,,,University of Utah,Classroom,GC,GC 2950P,2950P,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.142,00.10.7f.a0.e4.db,,University of Utah,Classroom,GC,GC 4700,4700,"Jan 01, 2019",2026
Epson,L630U,Display,192.168.1.33,dc.cd.2f.2d.20.16,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
Shure,MX202W,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2110,2110,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2958,2958,"Jan 01, 2019",2026
,Backup Switch,Networking,,,,Clearvista,Training Room,Headquarters,MDF,205,"Oct 01, 2024",2029
Flat area mic mounted to ceiling,,Audio (Microphone),,,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Crestron,CP3,Control Processor,10.88.5.61,00.10.7f.a3.57.9a,,University of Utah,Classroom,GC,GC 3680,3680,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,JTB,JTB 140,140,"Jan 01, 2019",2026
Vaddio,Universal CCU,Camera,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2008,"Jan 01, 2019",2026
Crestron,TSW-770,User Interface,10.72.37.22,c4.42.68.69.38.75,,University of Utah,Classroom,HSEB,HSEB 4100A,4100A,"Jan 01, 2019",2026
Rocware,RM-702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 5100A,5100A,"Jan 01, 2019",2026
Sony,FW65BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Open Study 100B,100B,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Room Group,302,"Oct 24, 2023",2030
Rocware,RM702,Audio (Microphone),,,U613719,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,DM-RMC-4KZ-Scaler-C,"TX, RX, Scaler",,00.10.7f.ee.b6.f8,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
Sony,FW75BZ40L,Display,,,,Weber State University,Classroom,McKay Engineering,Classroom A/V,108,"Oct 24, 2023",2030
Crestron,TSW-770-B-S,User Interface,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,304,"Oct 24, 2023",2030
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.35.29,00:10:7f:b3:95:c1,,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,258,"Oct 24, 2023",2030
Kramer Electronics,MV-4X,"TX, RX, Scaler",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,304,"Oct 24, 2023",2030
Da-Lite,MODEL C 120DIAG 69X92,Accessory,,,U613719,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Videri,SparkQ+,Display,,,,Clearvista,Digital Signage,Headquarters,Experience Center,101,"Jul 15, 2026",2031
Crestron,RMC4,Control Processor,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,258,"Oct 24, 2023",2030
Crestron,TSW-760,User Interface,10.88.35.12,00.10.7f.c5.09.0a,,University of Utah,Classroom,AEB,AEB 310,310,"Feb 10, 2026",2033
,,Audio (Microphone),,,,University of Utah,Classroom,AEB,AEB 360,360,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
AVPro Edge,ACEXUSB2KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
AVPro Edge,ACEXUSB2KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.35.9,00:10:7f:b3:95:b6,,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
Audinate,ADP-USB-AU-2X2,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Chief,CMA443,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Extron,60-604-02,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Kramer Electronics,KDSEN7,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Da-Lite,,Accessory,,,,University of Utah,Classroom,AEB,AEB 306 - F,306 - F,"Jan 01, 2019",2026
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
Kramer Electronics,FC6,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Kramer Electronics,FC6,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Sennheiser,TEAMCONNECTCEIL,Audio (Microphone),,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Audinate,ADP-USB-AU-2X2,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Extron,60-952-02,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Extron,60-952-02,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,U000585174,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
Crestron,Am-3000,Wireless Presentation,,,,University of Utah,Classroom,GC,GC 1790,1790,"Jan 01, 2019",2026
Crestron,AM-3100,Wireless Presentation,10.88.39.133,c4.42.68.57.97.1e,,University of Utah,Classroom,BEHS,BEHS 101,101,"Jan 01, 2019",2026
,,"TX, RX, Scaler",,,,University of Utah,Classroom,BEHS,BEHS 107,107,"Jan 01, 2019",2026
Crestron,AMP-225,Accessory,,,,University of Utah,Classroom,BUC,BUC 107 - F,107 - F,"Jan 01, 2019",2026
Crestron,AM-3100,Wireless Presentation,10.88.39.153,00.10.7f.f9.71.10,,University of Utah,Classroom,BEHS,BEHS 111,111,"Jan 01, 2019",2026
Crestron,,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 212-F,212-F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Atlona,AT-USB-EX-100-Kit,Camera,,,,University of Utah,Classroom,GC,GC 2675,2675,"Jan 01, 2019",2026
Sony,VPL-PHZ10,Display,,,,University of Utah,Classroom,HEB,HEB 2010 - F,2010 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 242 - F,242 - F,"Jan 01, 2019",2026
Crestron,hd txc 4k 101 1g,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 3100C,3100C,"Jan 01, 2019",2026
Crestron,8 Inch Speaker,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BLK,Camera,,,,University of Utah,Classroom,BEHS,BEHS 104,104,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.38.47,00.10.7f.e7.2d.4d,,University of Utah,Classroom,BEHS,BEHS 109,109,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BUC,BUC 203 - F,203 - F,"Jan 01, 2019",2026
Trendnet,,Networking,,,,University of Utah,Classroom,BEHS,BEHS 114,114,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.40.82,00.10.7f.98.a7.6f,,University of Utah,Classroom,BUC,BUC 304 - F,304 - F,"Jan 01, 2019",2026
Crestron,EN-SW-POE-5,Networking,,,,University of Utah,Classroom,FASB,FASB 250 - F,250 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.88.46.157,c4.42.68.29.52.10,,University of Utah,Classroom,GC,GC 2781,2781,"Jan 01, 2019",2026
Hall Technologies,U22-160,Accessory,,,,University of Utah,Classroom,HPR N,HRP N 218 - F,218 - F,"Jan 01, 2019",2026
Hall Technologies,U22-160-DP,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 1007,1007,"Jan 01, 2019",2026
Shure,MX202 W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 1760,1760,"Jan 01, 2019",2026
Hall Technologies,,Accessory,,,,University of Utah,Classroom,GC,GC 2575,2575,"Jan 01, 2019",2026
Audio Divider/ Combiner,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 105,105,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
Crestron,AMP-225,Accessory,,,,University of Utah,Classroom,BUC,BUC 206 - F,206 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ51,Display,10.88.40.54,B8:20:8E:58:0A:98,,University of Utah,Classroom,BUC,BUC 210 - F,210 - F,"Jan 01, 2019",2026
Furman,Power Conditioner,Accessory,,,,University of Utah,Classroom,CTIHB,CTIHB 101 - F,101 - F,"Jan 01, 2019",2026
"?",,Accessory,,,,University of Utah,Classroom,FASB,FASB 295 - F,295 - F,"Jan 01, 2019",2026
Shure,MX202,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
Epson,PowerLite L510U,Display,,,,University of Utah,Classroom,HPR N,HPR N 226 - F,226 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.72.40.12,c6.42.68.57.15.6d,,University of Utah,Classroom,HSEB,HSEB 1130,1130,"Jan 01, 2019",2026
Atlona,AT-USB-EX-100-Kit,Camera,,,,University of Utah,Classroom,GC,GC 1780,1780,"Jan 01, 2019",2026
2 Ceiling mounted,"8"" wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 360 - F,360 - F,"Jan 01, 2019",2026
Crestron,"Saros 6""","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 106,106,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BUC,BUC 106 - F,106 - F,"Jan 01, 2019",2026
A on front (Atlona?),"8""","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 207-F,207-F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100,"TX, RX, Scaler",,,,University of Utah,Classroom,BUC,BUC 211 - F,211 - F,"Jan 01, 2019",2026
Samsung,UBD-8500/ZA,Accessory,,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Panasonic,PTMZ780,Display,,,,University of Utah,Classroom,GC,GC 2660,2660,"Jan 01, 2019",2026
Sony,VPL-PHZ10,Display,,,,University of Utah,Classroom,HEB,HEB 2002 - F,2002 - F,"Jan 01, 2019",2026
Crestron,TSW-770,User Interface,10.72.32.172,00.10.7f.fa.37.b2,,University of Utah,Classroom,HPR N,HPR N 242 - F,242 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAMHDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 3100B,3100B,"Jan 01, 2019",2026
Stewart,2 of them,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Panasonic,PT-MZ882WU7,Display,,,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Trendnet,,Networking,,,,University of Utah,Classroom,HSEB,HSEB 5100D,5100D,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.197,00.10.7f.bd.06.83,,University of Utah,Classroom,HSEB,HSEB 2931,2931,"Jan 01, 2019",2026
Magewell,32060,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Binary,B-230-HDSPLTR-1X2,Audio (Microphone),,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Crestron,HD-TXC-4KZ-101,"TX, RX, Scaler",,,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.36.181,00:10:7f:97:30:f3,,University of Utah,Classroom,HSEB,HSEB 2912,2912,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.72.36.190,00.10.7f.b9.be.9f,,University of Utah,Classroom,HSEB,HSEB 2929,2929,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK-TVS-1,Camera,,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
ViewSonic,CDE5010,Display,,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Two,,Accessory,,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,DM4K100C1G,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 2908,2908,"Jan 01, 2019",2026
Panasonic,PTVMZ61u7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2928,2928,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Shure,SLX4,Audio (Microphone),,,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
Crestron,DM-TX-201-C,"TX, RX, Scaler",,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2600,2600,"Jan 01, 2019",2026
Shure,MX202W-A/C,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Sennheiser,EW Digital,Audio (Microphone),,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Sennheiser,EW Digital,Audio (Microphone),,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,HD-RXC-4KZ-101,"TX, RX, Scaler",,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,HD-TX3-C-B,"TX, RX, Scaler",,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Samsung,QB65R,Display,,,,University Health Care,Conference Room,Helix,Small Conf 3C108,3C108,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 2C050,2C050,"Mar 28, 2024",2030
Icron,Raven 3104 Pro,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C120,1C120,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C112,1C112,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 4C050,4C050,"Mar 28, 2024",2030
Middle Atlantic,PD-920R-SP,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 5N201,5N201,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C052,1C052,"Mar 28, 2024",2030
Icron,Raven 3104 Pro,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C202,1C202,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Meeting Room 5N134,5N134,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Medium Conf 1C108,1C108,"Mar 28, 2024",2030
Middle Atlantic,PD-920R-SP,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 1C115,1C115,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5C2000,5C2000,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 4N136,4N136,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 2S131,2S131,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5S137,5S137,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 4S105,4S105,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 3S145,3S145,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 1N125,1N125,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 1S159,1S159,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5C106,5C106,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 4N105,4N105,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 2N237,2N237,"Mar 28, 2024",2030
Crestron,DM-NVX-351C,"TX, RX, Scaler",,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Biamp,Tesira EX-MOD,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Polycom,G7500 Codec,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Barco,CSE200,Wireless Presentation,,,4573172291,Henkel of America,Conference Room,,Engineering Conference Room,,"Dec 31, 2019",2026
Crestron,DMPS3-4K-150-C,Control Processor,10.88.4.146,00.10.7f.9d.ef.75,,University of Utah,Classroom,GC,GC 2140,2140,"Jan 01, 2019",2026
Yamaha Blu-Ray,8D-5477,Accessory,,,,University of Utah,Classroom,BUC,BUC 208-F,208-F,"Jan 01, 2019",2026
Shure,MX202,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 3700,3700,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.34.160,00.10.7f.9d.2c.0a,,University of Utah,Classroom,JTB,JTB 320,320,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-100-C,Accessory,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2006,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 3515A,3515A,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.227,00.10.7f.de.85.76,,University of Utah,Classroom,HSEB,HSEB 2971,2971,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
Panasonic,PT-MZ780WU,Display,,,,University of Utah,Classroom,GC,GC 1560,1560,"Jan 01, 2019",2026
Atlona,Altona USB Extender,Camera,,,,University of Utah,Classroom,GC,GC 4020,4020,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.80.35.148,00:10:7f:97:cd:aa,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
